env_id,control_effort,timeToGoal,stayedInGoal,precisionOnGoal
102,0.0,NaN,0.0,2.9503190517425537
103,0.0,NaN,0.0,3.0769741535186768
104,0.0,NaN,0.0,3.0769779682159424
105,0.0,NaN,0.0,2.9503166675567627
106,0.0,NaN,0.0,2.8313310146331787
107,0.0,NaN,0.0,2.7250406742095947
108,0.0,NaN,0.0,2.6362318992614746
109,0.0,NaN,0.0,2.5692083835601807
110,0.0,NaN,0.0,2.5274579524993896
111,0.0,NaN,0.0,2.5132741928100586
112,0.0,NaN,0.0,2.932152509689331
113,0.0,NaN,0.0,2.9367473125457764
114,0.0,NaN,0.0,2.950317859649658
115,0.0,NaN,0.0,2.972259759902954
116,0.0,NaN,0.0,3.001591682434082
117,0.0,NaN,0.0,3.037010908126831
118,0.0,NaN,0.0,3.076981544494629
119,0.0,NaN,0.0,3.119723320007324
120,0.0,NaN,0.0,3.119723320007324
121,0.0,NaN,0.0,3.0769741535186768
122,0.0,NaN,0.0,3.037015676498413
123,0.0,NaN,0.0,3.0015933513641357
124,0.0,NaN,0.0,2.9722583293914795
125,0.0,NaN,0.0,2.950317859649658
126,0.0,NaN,0.0,2.9367449283599854
127,0.0,NaN,0.0,2.932152509689331
128,0.0,NaN,0.0,2.9321513175964355
129,0.0,NaN,0.0,2.9367449283599854
130,0.0,NaN,0.0,2.950317859649658
131,0.0,NaN,0.0,2.9722611904144287
132,0.0,NaN,0.0,3.001591682434082
133,0.0,NaN,0.0,3.037013292312622
134,0.0,NaN,0.0,3.076981544494629
135,0.0,NaN,0.0,3.119723320007324
136,0.0,NaN,0.0,3.119723320007324
137,0.0,NaN,0.0,3.0769705772399902
138,0.0,NaN,0.0,3.037013292312622
139,0.0,NaN,0.0,3.001591682434082
140,0.0,NaN,0.0,2.9722583293914795
141,0.0,NaN,0.0,2.9503166675567627
142,0.0,NaN,0.0,2.93674373626709
143,0.0,NaN,0.0,2.9321513175964355
144,0.0,NaN,0.0,2.513272762298584
145,0.0,NaN,0.0,2.5274579524993896
146,0.0,NaN,0.0,2.5692074298858643
147,0.0,NaN,0.0,2.6362318992614746
